target.cost,metadata.benchmark,metadata.db_engine,metadata.hardware,metadata.hardware_specs.cores,metadata.hardware_specs.ram_gb,metadata.hardware_specs.threads,metadata.source_run_history,metadata.workload,metadata.workload_key,features.autovacuum_analyze_scale_factor,features.autovacuum_analyze_threshold,features.autovacuum_max_workers,features.autovacuum_naptime,features.autovacuum_vacuum_cost_delay,features.autovacuum_vacuum_cost_limit,features.autovacuum_vacuum_scale_factor,features.autovacuum_vacuum_threshold,features.backend_flush_after,features.bgwriter_delay,features.bgwriter_flush_after,features.bgwriter_lru_maxpages,features.bgwriter_lru_multiplier,features.binlog_group_commit_sync_delay,features.binlog_group_commit_sync_no_delay_count,features.checkpoint_completion_target,features.checkpoint_flush_after,features.checkpoint_timeout,features.commit_delay,features.commit_siblings,features.cursor_tuple_fraction,features.deadlock_timeout,features.default_statistics_target,features.effective_cache_size,features.effective_io_concurrency,features.from_collapse_limit,features.geqo_effort,features.geqo_generations,features.geqo_pool_size,features.geqo_seed,features.geqo_threshold,features.innodb_buffer_pool_size,features.innodb_flush_log_at_timeout,features.innodb_flush_neighbors,features.innodb_io_capacity,features.innodb_io_capacity_max,features.innodb_lock_wait_timeout,features.innodb_log_buffer_size,features.innodb_lru_scan_depth,features.innodb_max_dirty_pages_pct,features.innodb_page_cleaners,features.innodb_purge_batch_size,features.innodb_purge_threads,features.innodb_read_io_threads,features.innodb_redo_log_capacity,features.innodb_sort_buffer_size,features.innodb_stats_persistent_sample_pages,features.innodb_write_io_threads,features.join_buffer_size,features.join_collapse_limit,features.maintenance_work_mem,features.max_connections,features.max_heap_table_size,features.max_wal_senders,features.myisam_sort_buffer_size,features.optimizer_search_depth,features.shared_buffers,features.sort_buffer_size,features.temp_buffers,features.temp_file_limit,features.temptable_max_mmap,features.temptable_max_ram,features.tmp_table_size,features.vacuum_cost_delay,features.vacuum_cost_limit,features.vacuum_cost_page_dirty,features.vacuum_cost_page_hit,features.vacuum_cost_page_miss,features.wal_buffers,features.wal_writer_delay,features.work_mem
4.772136139359126,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,2.559526205062866,2107612200,4,531001,83,1109,92.41931915283203,2002564400,127,7510,157,761050560,7,,,0.5981086730957031,30,2000,73570,325,0.9490390777587892,990865601,8891,221238529,548,380412097,2,708989888,1929299200,0.5524704933166504,2020786562,,,,,,,,,,,,,,,,,,,475652321,1430646272,645,,42,,,4357852,,499780,612278399,,,,80,7901,2535,1558,7180,101092,8701,6400
1.56521397571279,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,66.5862808227539,118673700,130,2087701,5,8786,41.689178466796875,1047089300,231,2940,94,38625370,3,,,0.1545002341270447,148,79060,29280,675,0.30269937515258794,2111526081,151,1390100481,176,1192886017,9,1998592768,981152600,0.4015997886657715,978620450,,,,,,,,,,,,,,,,,,,1898495105,865836288,2797,,3,,,48489,,6358404,2049981823,,,,40,3401,8765,9733,2875,25329,2901,6382080
1.6559723843570933,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,91.86041259765625,1250856900,59,1168441,28,7325,9.742186546325684,133280300,13,5920,41,903502160,2,,,0.9973274230957032,256,42010,91350,860,0.5474335670471192,334992001,7461,1778488321,987,2113523073,4,1597309184,1455608800,0.979349422454834,1077993506,,,,,,,,,,,,,,,,,,,1451821953,355692416,878,,18,,,3685509,,4273892,513717215,,,,70,5301,135,4811,900,72672,6201,3057600
4.761014851076262,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,28.053579330444336,805552750,184,645061,57,2774,62.05772018432617,1321489900,149,1170,234,449547480,8,,,0.2568386077880859,118,49800,12290,140,0.2018598556518555,1428401761,3711,905249025,367,743215617,7,39274576,507978600,0.0667599380016327,40275674,,,,,,,,,,,,,,,,,,,1006130945,1944918912,1826,,27,,,7730926,,2630660,1087385087,,,,20,701,6400,6480,9110,62449,401,5285376
1.6458098841415318,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,65.60493469238281,240856900,55,1100701,69,6590,56.62322235107422,2069610000,82,2300,3,680855920,9,,,0.02365127205848694,232,32360,48190,10,0.22694904804229737,2065169921,9651,1659284481,267,731103873,9,1919239296,1121821800,0.32717566490173344,475095842,,,,,,,,,,,,,,,,,,,1241487233,1973686400,159,,28,,,1349725,,1185700,1328691455,,,,100,9101,9940,2380,1950,115947,9001,3873024
1.6496696531373476,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,4.312598705291748,1960207000,178,575521,43,3289,8.9265718460083,846092700,200,6890,194,126147760,1,,,0.7211756706237793,110,59490,55460,990,0.5217414379119873,1036239361,911,1024604481,895,2049350913,3,788991168,173560600,0.7202187538146974,1584869954,,,,,,,,,,,,,,,,,,,613338113,326789760,2499,,17,,,5152262,,7623204,293381343,,,,50,4401,3705,8834,8110,11514,2601,5455936
4.78075333556626,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,29.037607192993164,961166400,10,463021,15,599,39.288082122802734,200719150,34,4300,183,806610400,4,,,0.3760298252105713,6,12990,18290,545,0.2687067747116089,1408173281,6701,97053953,205,1086762881,6,118626088,1726067800,0.14101939201354982,610500050,,,,,,,,,,,,,,,,,,,53443641,902992896,1491,,1,,,6445032,,5829540,1976707711,,,,60,6801,7420,3755,5665,87529,6601,910336
1.6363177369930781,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,90.11002349853516,1137144300,133,2018461,96,9525,88.57012176513672,1120100100,188,9030,118,520237080,6,,,0.8704153060913087,140,68020,84550,450,0.9814526557922364,356202681,2951,1513912321,586,292810785,4,1517313920,778323000,0.8114062309265138,1715809538,,,,,,,,,,,,,,,,,,,1851662465,1393354496,1905,,44,,,2875756,,3056388,731690943,,,,10,2001,1150,7458,4350,48632,101,6456320
1.6514670759955021,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,58.04055404663086,731830900,43,34501,1,4240,26.588090896606445,1473646000,16,5210,83,316367780,6,,,0.9445716857910157,62,36330,25590,200,0.4446042060852051,34054701,4411,349130177,111,1748938625,9,1654274176,2109165600,0.4097723960876465,2138798402,,,,,,,,,,,,,,,,,,,335579681,158367872,2664,,49,,,2955146,,6056420,139903039,,,,20,6101,2225,5557,8845,56243,7401,7493184
4.7661309200006405,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,22.04265785217285,1360238300,119,1641601,87,5627,75.87625885009766,518253050,138,620,146,1036695200,4,,,0.3100513219833374,180,44720,71820,800,0.8060317993164063,1154719281,5671,1262213377,739,965472449,2,1073246272,892512200,0.5128069400787354,1029515714,,,,,,,,,,,,,,,,,,,2037503617,1873677056,778,,7,,,7263538,,847844,1444437375,,,,70,301,5950,3147,1105,78754,4101,1854784
1.6498194142810203,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,47.34149169921875,479185350,94,1477201,60,7944,68.93241119384766,662374600,100,8210,231,173903640,2,,,0.5918281555175782,224,6150,8180,735,0.05861226320266724,721377521,1791,1944128769,424,57393793,7,401435584,1502298200,0.12205172777175904,1195992578,,,,,,,,,,,,,,,,,,,1590714753,1225195264,1787,,23,,,4733122,,2902788,850842367,,,,30,8401,4820,8225,2605,19120,5001,4434304
1.6236887029954232,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,83.51009368896484,1711441000,170,1004161,26,2182,21.229633331298828,1850666200,250,3480,38,625761040,9,,,0.16044574975967407,86,85660,88410,265,0.689586353302002,1814783201,8031,739613185,804,1390321153,4,1250894720,286177000,0.9555550575256349,91174694,,,,,,,,,,,,,,,,,,,866205121,802720896,917,,33,,,686794,,3955652,1828212479,,,,80,2601,8590,479,7380,107170,1601,2943808
1.650086279002218,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,95.65875244140625,639121450,19,146041,9,9270,14.110689163208008,1923630400,155,7980,171,352237200,5,,,0.8101648330688477,42,20460,37480,820,0.09832254648208619,153394801,5451,1818166401,942,930465473,1,461962560,1965019200,0.8376383781433105,309586082,,,,,,,,,,,,,,,,,,,422285537,417677056,1525,,35,,,5772384,,2227172,1549901951,,,,0,7101,2950,9392,1790,66014,1101,2356096
1.6595877701433241,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,34.415428161621094,1553298900,143,1801561,77,695,63.35613250732422,1000186200,3,2760,106,1005544320,5,,,0.4451601028442383,164,71350,66140,180,0.6509117603302003,1341170321,4201,866881921,314,1723898113,10,1189787008,1033512700,0.24143896102905274,1347795362,,,,,,,,,,,,,,,,,,,1952107649,2117815040,1133,,21,,,1712583,,4631268,36650335,,,,50,1701,9215,1821,8265,59855,7101,4031360
1.6533667502808385,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,9.87266731262207,285813500,70,1387681,51,2919,81.43440246582031,33899400,233,6060,31,209214200,10,,,0.6608205795288087,200,23380,4100,370,0.40617423057556157,568091841,8401,191972801,507,1545644929,3,1862250112,1361297500,0.6317048072814941,708965954,,,,,,,,,,,,,,,,,,,1408990081,1486077440,2867,,11,,,2021473,,6486244,1719776255,,,,40,9401,345,6743,5510,102621,3601,1444224
4.769600150923777,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,70.9941177368164,1803839000,195,828421,37,7119,33.72552490234375,1261479800,113,700,222,594120440,1,,,0.09270454049110413,66,57670,98780,625,0.8454974174499512,1728600161,2161,1418055809,128,227931153,7,865986240,430323600,0.28941164016723636,1751623682,,,,,,,,,,,,,,,,,,,1049241409,1045285888,529,,44,,,6316455,,418052,953101887,,,,90,4101,6580,4470,4505,30924,9501,6897856
4.768251065356059,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,77.93773651123047,64867800,79,1260421,66,1617,94.13419342041016,1579546200,219,4520,251,783342800,2,,,0.22130627632141114,240,2990,39770,880,0.32378265857696537,1882505921,541,443999617,660,1960356737,3,192381408,1249191000,0.9268861770629884,1901720450,,,,,,,,,,,,,,,,,,,1154780545,1680953472,1291,,39,,,7376783,,5276324,453335487,,,,90,7501,5545,2608,9940,7815,2001,5937664
1.6460241603532009,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,41.988868713378906,2035318800,154,687301,45,8356,46.41923522949219,386929300,67,9740,58,27330900,8,,,0.5242835998535157,122,78030,57600,115,0.9274124145507813,920714801,9281,1166176385,33,627963137,8,1444268416,49337300,0.027006250619888306,864002690,,,,,,,,,,,,,,,,,,,698732801,49228672,2151,,6,,,3824760,,3609604,1162593279,,,,30,3501,1775,6096,10,128662,6201,453568
1.603160179502863,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,16.45743179321289,885841600,34,287581,19,5567,1.8013451099395752,780726300,169,1450,79,909520960,7,,,0.37077286243438723,18,38320,18890,435,0.17266517877578735,1489778881,3161,2102961281,851,529385025,5,2113983104,1850291200,0.6037669658660889,1231809986,,,,,,,,,,,,,,,,,,,235169489,608687104,416,,15,,,308546,,1493124,568674943,,,,70,5101,8065,1174,3700,36739,4601,5006784
1.6590067761384748,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,52.675045013427734,1312920300,109,1928701,93,4453,51.0528678894043,1740444800,49,6800,142,422045120,3,,,0.8768624305725098,156,53530,77730,565,0.5770609855651856,504890521,6911,581710145,472,1312332289,6,593664576,650953500,0.44216833114624027,189643946,,,,,,,,,,,,,,,,,,,1668627073,1117366272,2288,,29,,,4128391,,7315780,2141968255,,,,20,1201,4335,7530,6285,92053,8601,3361984
1.6541438986480768,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,69.306640625,989036600,87,1772221,41,5839,85.7188949584961,1012138900,162,4630,225,798848320,4,,,0.6858725547790527,80,63360,92630,395,0.8610666275024415,1545047841,1661,1868782721,258,1905472001,8,353630016,629683200,0.8700562477111817,2091514370,,,,,,,,,,,,,,,,,,,226647425,286651392,1990,,28,,,3408822,,2813828,378788831,,,,10,9701,2790,1273,5015,109150,6501,2099200
4.788323036212075,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,11.554490089416504,1082052100,162,175381,71,4140,36.471923828125,1969350400,56,9870,32,9216190,7,,,0.06649289131164551,218,28500,10740,605,0.39024829864501953,449032961,7911,815253953,877,539389505,3,1215414144,1829618600,0.20748188495635989,1049602178,,,,,,,,,,,,,,,,,,,1626538497,2009827200,1406,,15,,,6963742,,4090468,1222460927,,,,60,3801,9060,9935,4925,16975,501,4296960
1.6498497617846755,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,36.24268341064453,232952600,26,866161,94,1974,18.395933151245117,1291388300,210,1300,85,924555760,9,,,0.7884544849395753,178,65500,72140,920,0.6357192039489746,1961849921,4621,139271553,192,449207553,6,1617208448,28583100,0.6616831779479981,1151068034,,,,,,,,,,,,,,,,,,,1196602881,1365472000,2587,,5,,,4572151,,5921668,745785535,,,,40,7401,195,4857,1270,80734,8901,1225984
1.611450840361483,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,93.82412719726562,2003820200,102,1349941,17,8049,66.10328674316406,97313100,76,6720,148,403328040,1,,,0.46595492362976076,60,15520,30490,80,0.11413493156433106,842745921,5861,1471776897,564,1265828737,5,1023864000,1228002000,0.2608275651931763,113096282,,,,,,,,,,,,,,,,,,,706996801,935135360,72,,38,,,755198,,936772,1916622207,,,,100,1401,6420,6351,8705,54092,3001,7140096
1.6510674051408256,job,postgresql,hetzner-4c-8t-32gb,4,32,8,/home/E2ETune-AI4DB/data/postgresql/hetzner-4c-8t-32gb/job/job_134/run_history.jsonl,job_134,data/postgresql/hetzner-4c-8t-32gb/job/job_134,50.798614501953125,523662800,24,708241,85,3174,6.086578369140625,282701900,224,7880,177,366157720,1,,,0.34503424167633057,138,48600,83990,335,0.5923785209655762,621269721,6741,424328513,101,842947585,10,99388376,451068100,0.8968974113464356,528736898,,,,,,,,,,,,,,,,,,,1350385665,1841405184,832,,45,,,1144026,,5657060,1375150719,,,,80,5401,5075,5712,3280,46343,5501,6195520
