cost,benchmark,db_engine,hardware,cores,ram_gb,threads,workload,bgwriter_flush_after,checkpoint_timeout,vacuum_cost_page_dirty,vacuum_cost_page_hit,vacuum_cost_page_miss,domain_name,domain_id,buffer_pool_size,cache_effective_size,per_query_memory,maintenance_memory,temp_memory,log_buffer_size,log_capacity,log_flush_interval,commit_batch_size,io_parallelism,bgwriter_lru_pages,bgwriter_aggressiveness,mask_bgwriter_aggressiveness,checkpoint_completion_ratio,flush_behavior,cleanup_worker_count,cleanup_interval,cleanup_cost_delay,mask_vacuum_cost_delay,cleanup_cost_limit,mask_vacuum_cost_limit,cleanup_scale_factor,mask_cleanup_scale_factor,cleanup_analyze_scale_factor,mask_cleanup_analyze_scale_factor,cleanup_threshold,mask_cleanup_threshold,cleanup_analyze_threshold,mask_cleanup_analyze_threshold,worker_threads,mask_worker_threads,checkpoint_flush_threshold,mask_checkpoint_flush_threshold,join_search_limit,from_search_limit,mask_geqo_effort,mask_geqo_pool_size,mask_geqo_generations,mask_geqo_threshold,geqo_random_seed,mask_geqo_random_seed,stats_target,cursor_bias,mask_cursor_bias,deadlock_detection_time
1.655878079281787,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,14.0,75080.0,1520.0,2950.0,6020.0,postgresql_hetzner-4c-8t-32gb,2,2283585.0,619880897.0,2035968.0,1330640768.0,1390724.0,97707.0,,3801.0,615.0,458.0,939723440.0,0.0,1,0.8136616706848145,167.0,168.0,,74.0,1,1437.0,1,74.3609848022461,1,59.7935791015625,1,316990200.0,1,584524900.0,1,24.0,1,78.0,1,752328961.0,78942953.0,1,1,1,1,0.366823959350586,1,5211.0,0.0262063294649124,1,80414881.0
1.6560379610746168,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,121.0,24360.0,7730.0,7872.0,7680.0,postgresql_hetzner-4c-8t-32gb,2,1849779.0,472413697.0,7326528.0,1776746624.0,3214308.0,1208.0,,5301.0,925.0,643.0,261370860.0,5.0,1,0.0334725797176361,77.0,46.0,,97.0,1,4990.0,1,79.71952819824219,1,84.49407958984375,1,729547200.0,1,1867217400.0,1,9.0,1,38.0,1,192288449.0,1045733441.0,1,1,1,1,0.7561295032501221,1,2241.0,0.7809502601623536,1,1793576641.0
1.6511071094345036,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,186.0,56640.0,3960.0,909.0,2300.0,postgresql_hetzner-4c-8t-32gb,2,5420056.0,1138548993.0,1043264.0,255425280.0,5594820.0,126121.0,,1401.0,80.0,23.0,545646080.0,5.0,1,0.7109582901000977,213.0,119.0,,14.0,1,5126.0,1,28.99547004699707,1,45.59114456176758,1,1649010100.0,1,365311950.0,1,47.0,1,172.0,1,1711753857.0,1877082113.0,1,1,1,1,0.1647985696792602,1,8491.0,0.4703039646148682,1,741601841.0
4.772136139359126,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,157.0,2000.0,2535.0,1558.0,7180.0,postgresql_hetzner-4c-8t-32gb,2,4357852.0,221238529.0,6400.0,1430646272.0,499780.0,101092.0,,8701.0,325.0,548.0,761050560.0,7.0,1,0.5981086730957031,127.0,4.0,,83.0,1,1109.0,1,92.41931915283205,1,2.559526205062866,1,2002564400.0,1,2107612200.0,1,42.0,1,30.0,1,475652321.0,380412097.0,1,1,1,1,0.5524704933166504,1,8891.0,0.9490390777587892,1,990865601.0
1.56521397571279,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,94.0,79060.0,8765.0,9733.0,2875.0,postgresql_hetzner-4c-8t-32gb,2,48489.0,1390100481.0,6382080.0,865836288.0,6358404.0,25329.0,,2901.0,675.0,176.0,38625370.0,3.0,1,0.1545002341270447,231.0,130.0,,5.0,1,8786.0,1,41.68917846679688,1,66.5862808227539,1,1047089300.0,1,118673700.0,1,3.0,1,148.0,1,1898495105.0,1192886017.0,1,1,1,1,0.4015997886657715,1,151.0,0.3026993751525879,1,2111526081.0
1.6559723843570933,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,41.0,42010.0,135.0,4811.0,900.0,postgresql_hetzner-4c-8t-32gb,2,3685509.0,1778488321.0,3057600.0,355692416.0,4273892.0,72672.0,,6201.0,860.0,987.0,903502160.0,2.0,1,0.9973274230957032,13.0,59.0,,28.0,1,7325.0,1,9.742186546325684,1,91.86041259765624,1,133280300.0,1,1250856900.0,1,18.0,1,256.0,1,1451821953.0,2113523073.0,1,1,1,1,0.979349422454834,1,7461.0,0.5474335670471192,1,334992001.0
4.761014851076262,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,234.0,49800.0,6400.0,6480.0,9110.0,postgresql_hetzner-4c-8t-32gb,2,7730926.0,905249025.0,5285376.0,1944918912.0,2630660.0,62449.0,,401.0,140.0,367.0,449547480.0,8.0,1,0.2568386077880859,149.0,184.0,,57.0,1,2774.0,1,62.05772018432617,1,28.053579330444336,1,1321489900.0,1,805552750.0,1,27.0,1,118.0,1,1006130945.0,743215617.0,1,1,1,1,0.0667599380016327,1,3711.0,0.2018598556518555,1,1428401761.0
1.6458098841415318,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,3.0,32360.0,9940.0,2380.0,1950.0,postgresql_hetzner-4c-8t-32gb,2,1349725.0,1659284481.0,3873024.0,1973686400.0,1185700.0,115947.0,,9001.0,10.0,267.0,680855920.0,9.0,1,0.0236512720584869,82.0,55.0,,69.0,1,6590.0,1,56.62322235107422,1,65.60493469238281,1,2069610000.0,1,240856900.0,1,28.0,1,232.0,1,1241487233.0,731103873.0,1,1,1,1,0.3271756649017334,1,9651.0,0.2269490480422973,1,2065169921.0
1.6496696531373476,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,194.0,59490.0,3705.0,8834.0,8110.0,postgresql_hetzner-4c-8t-32gb,2,5152262.0,1024604481.0,5455936.0,326789760.0,7623204.0,11514.0,,2601.0,990.0,895.0,126147760.0,1.0,1,0.7211756706237793,200.0,178.0,,43.0,1,3289.0,1,8.9265718460083,1,4.312598705291748,1,846092700.0,1,1960207000.0,1,17.0,1,110.0,1,613338113.0,2049350913.0,1,1,1,1,0.7202187538146974,1,911.0,0.5217414379119873,1,1036239361.0
4.78075333556626,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,183.0,12990.0,7420.0,3755.0,5665.0,postgresql_hetzner-4c-8t-32gb,2,6445032.0,97053953.0,910336.0,902992896.0,5829540.0,87529.0,,6601.0,545.0,205.0,806610400.0,4.0,1,0.3760298252105713,34.0,10.0,,15.0,1,599.0,1,39.288082122802734,1,29.037607192993164,1,200719150.0,1,961166400.0,1,1.0,1,6.0,1,53443641.0,1086762881.0,1,1,1,1,0.1410193920135498,1,6701.0,0.2687067747116089,1,1408173281.0
1.636317736993078,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,118.0,68020.0,1150.0,7458.0,4350.0,postgresql_hetzner-4c-8t-32gb,2,2875756.0,1513912321.0,6456320.0,1393354496.0,3056388.0,48632.0,,101.0,450.0,586.0,520237080.0,6.0,1,0.8704153060913087,188.0,133.0,,96.0,1,9525.0,1,88.57012176513672,1,90.11002349853516,1,1120100100.0,1,1137144300.0,1,44.0,1,140.0,1,1851662465.0,292810785.0,1,1,1,1,0.8114062309265138,1,2951.0,0.9814526557922364,1,356202681.0
1.651467075995502,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,83.0,36330.0,2225.0,5557.0,8845.0,postgresql_hetzner-4c-8t-32gb,2,2955146.0,349130177.0,7493184.0,158367872.0,6056420.0,56243.0,,7401.0,200.0,111.0,316367780.0,6.0,1,0.9445716857910156,16.0,43.0,,1.0,1,4240.0,1,26.588090896606445,1,58.04055404663086,1,1473646000.0,1,731830900.0,1,49.0,1,62.0,1,335579681.0,1748938625.0,1,1,1,1,0.4097723960876465,1,4411.0,0.4446042060852051,1,34054701.0
4.7661309200006405,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,146.0,44720.0,5950.0,3147.0,1105.0,postgresql_hetzner-4c-8t-32gb,2,7263538.0,1262213377.0,1854784.0,1873677056.0,847844.0,78754.0,,4101.0,800.0,739.0,1036695200.0,4.0,1,0.3100513219833374,138.0,119.0,,87.0,1,5627.0,1,75.87625885009766,1,22.04265785217285,1,518253050.0,1,1360238300.0,1,7.0,1,180.0,1,2037503617.0,965472449.0,1,1,1,1,0.5128069400787354,1,5671.0,0.8060317993164063,1,1154719281.0
1.6498194142810203,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,231.0,6150.0,4820.0,8225.0,2605.0,postgresql_hetzner-4c-8t-32gb,2,4733122.0,1944128769.0,4434304.0,1225195264.0,2902788.0,19120.0,,5001.0,735.0,424.0,173903640.0,2.0,1,0.5918281555175782,100.0,94.0,,60.0,1,7944.0,1,68.93241119384766,1,47.34149169921875,1,662374600.0,1,479185350.0,1,23.0,1,224.0,1,1590714753.0,57393793.0,1,1,1,1,0.122051727771759,1,1791.0,0.0586122632026672,1,721377521.0
1.6236887029954232,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,38.0,85660.0,8590.0,479.0,7380.0,postgresql_hetzner-4c-8t-32gb,2,686794.0,739613185.0,2943808.0,802720896.0,3955652.0,107170.0,,1601.0,265.0,804.0,625761040.0,9.0,1,0.160445749759674,250.0,170.0,,26.0,1,2182.0,1,21.229633331298828,1,83.51009368896484,1,1850666200.0,1,1711441000.0,1,33.0,1,86.0,1,866205121.0,1390321153.0,1,1,1,1,0.9555550575256349,1,8031.0,0.689586353302002,1,1814783201.0
1.650086279002218,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,171.0,20460.0,2950.0,9392.0,1790.0,postgresql_hetzner-4c-8t-32gb,2,5772384.0,1818166401.0,2356096.0,417677056.0,2227172.0,66014.0,,1101.0,820.0,942.0,352237200.0,5.0,1,0.8101648330688477,155.0,19.0,,9.0,1,9270.0,1,14.110689163208008,1,95.65875244140624,1,1923630400.0,1,639121450.0,1,35.0,1,42.0,1,422285537.0,930465473.0,1,1,1,1,0.8376383781433105,1,5451.0,0.0983225464820861,1,153394801.0
1.659587770143324,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,106.0,71350.0,9215.0,1821.0,8265.0,postgresql_hetzner-4c-8t-32gb,2,1712583.0,866881921.0,4031360.0,2117815040.0,4631268.0,59855.0,,7101.0,180.0,314.0,1005544320.0,5.0,1,0.4451601028442383,3.0,143.0,,77.0,1,695.0,1,63.35613250732422,1,34.415428161621094,1,1000186200.0,1,1553298900.0,1,21.0,1,164.0,1,1952107649.0,1723898113.0,1,1,1,1,0.2414389610290527,1,4201.0,0.6509117603302003,1,1341170321.0
1.6533667502808385,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,31.0,23380.0,345.0,6743.0,5510.0,postgresql_hetzner-4c-8t-32gb,2,2021473.0,191972801.0,1444224.0,1486077440.0,6486244.0,102621.0,,3601.0,370.0,507.0,209214200.0,10.0,1,0.6608205795288087,233.0,70.0,,51.0,1,2919.0,1,81.43440246582031,1,9.87266731262207,1,33899400.0,1,285813500.0,1,11.0,1,200.0,1,1408990081.0,1545644929.0,1,1,1,1,0.6317048072814941,1,8401.0,0.4061742305755615,1,568091841.0
4.769600150923777,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,222.0,57670.0,6580.0,4470.0,4505.0,postgresql_hetzner-4c-8t-32gb,2,6316455.0,1418055809.0,6897856.0,1045285888.0,418052.0,30924.0,,9501.0,625.0,128.0,594120440.0,1.0,1,0.0927045404911041,113.0,195.0,,37.0,1,7119.0,1,33.72552490234375,1,70.9941177368164,1,1261479800.0,1,1803839000.0,1,44.0,1,66.0,1,1049241409.0,227931153.0,1,1,1,1,0.2894116401672363,1,2161.0,0.8454974174499512,1,1728600161.0
4.768251065356059,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,251.0,2990.0,5545.0,2608.0,9940.0,postgresql_hetzner-4c-8t-32gb,2,7376783.0,443999617.0,5937664.0,1680953472.0,5276324.0,7815.0,,2001.0,880.0,660.0,783342800.0,2.0,1,0.2213062763214111,219.0,79.0,,66.0,1,1617.0,1,94.13419342041016,1,77.93773651123047,1,1579546200.0,1,64867800.0,1,39.0,1,240.0,1,1154780545.0,1960356737.0,1,1,1,1,0.9268861770629884,1,541.0,0.3237826585769653,1,1882505921.0
1.6460241603532009,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,58.0,78030.0,1775.0,6096.0,10.0,postgresql_hetzner-4c-8t-32gb,2,3824760.0,1166176385.0,453568.0,49228672.0,3609604.0,128662.0,,6201.0,115.0,33.0,27330900.0,8.0,1,0.5242835998535157,67.0,154.0,,45.0,1,8356.0,1,46.41923522949219,1,41.988868713378906,1,386929300.0,1,2035318800.0,1,6.0,1,122.0,1,698732801.0,627963137.0,1,1,1,1,0.0270062506198883,1,9281.0,0.9274124145507812,1,920714801.0
1.603160179502863,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,79.0,38320.0,8065.0,1174.0,3700.0,postgresql_hetzner-4c-8t-32gb,2,308546.0,2102961281.0,5006784.0,608687104.0,1493124.0,36739.0,,4601.0,435.0,851.0,909520960.0,7.0,1,0.3707728624343872,169.0,34.0,,19.0,1,5567.0,1,1.8013451099395752,1,16.45743179321289,1,780726300.0,1,885841600.0,1,15.0,1,18.0,1,235169489.0,529385025.0,1,1,1,1,0.6037669658660889,1,3161.0,0.1726651787757873,1,1489778881.0
1.6590067761384748,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,142.0,53530.0,4335.0,7530.0,6285.0,postgresql_hetzner-4c-8t-32gb,2,4128391.0,581710145.0,3361984.0,1117366272.0,7315780.0,92053.0,,8601.0,565.0,472.0,422045120.0,3.0,1,0.8768624305725098,49.0,109.0,,93.0,1,4453.0,1,51.0528678894043,1,52.67504501342773,1,1740444800.0,1,1312920300.0,1,29.0,1,156.0,1,1668627073.0,1312332289.0,1,1,1,1,0.4421683311462402,1,6911.0,0.5770609855651856,1,504890521.0
1.6541438986480768,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,225.0,63360.0,2790.0,1273.0,5015.0,postgresql_hetzner-4c-8t-32gb,2,3408822.0,1868782721.0,2099200.0,286651392.0,2813828.0,109150.0,,6501.0,395.0,258.0,798848320.0,4.0,1,0.6858725547790527,162.0,87.0,,41.0,1,5839.0,1,85.7188949584961,1,69.306640625,1,1012138900.0,1,989036600.0,1,28.0,1,80.0,1,226647425.0,1905472001.0,1,1,1,1,0.8700562477111817,1,1661.0,0.8610666275024415,1,1545047841.0
4.788323036212075,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,32.0,28500.0,9060.0,9935.0,4925.0,postgresql_hetzner-4c-8t-32gb,2,6963742.0,815253953.0,4296960.0,2009827200.0,4090468.0,16975.0,,501.0,605.0,877.0,9216190.0,7.0,1,0.0664928913116455,56.0,162.0,,71.0,1,4140.0,1,36.471923828125,1,11.554490089416504,1,1969350400.0,1,1082052100.0,1,15.0,1,218.0,1,1626538497.0,539389505.0,1,1,1,1,0.2074818849563598,1,7911.0,0.3902482986450195,1,449032961.0
1.6498497617846757,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,85.0,65500.0,195.0,4857.0,1270.0,postgresql_hetzner-4c-8t-32gb,2,4572151.0,139271553.0,1225984.0,1365472000.0,5921668.0,80734.0,,8901.0,920.0,192.0,924555760.0,9.0,1,0.7884544849395753,210.0,26.0,,94.0,1,1974.0,1,18.39593315124512,1,36.24268341064453,1,1291388300.0,1,232952600.0,1,5.0,1,178.0,1,1196602881.0,449207553.0,1,1,1,1,0.6616831779479981,1,4621.0,0.6357192039489746,1,1961849921.0
1.611450840361483,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,148.0,15520.0,6420.0,6351.0,8705.0,postgresql_hetzner-4c-8t-32gb,2,755198.0,1471776897.0,7140096.0,935135360.0,936772.0,54092.0,,3001.0,80.0,564.0,403328040.0,1.0,1,0.4659549236297607,76.0,102.0,,17.0,1,8049.0,1,66.10328674316406,1,93.82412719726562,1,97313100.0,1,2003820200.0,1,38.0,1,60.0,1,706996801.0,1265828737.0,1,1,1,1,0.2608275651931763,1,5861.0,0.114134931564331,1,842745921.0
1.6510674051408256,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,177.0,48600.0,5075.0,5712.0,3280.0,postgresql_hetzner-4c-8t-32gb,2,1144026.0,424328513.0,6195520.0,1841405184.0,5657060.0,46343.0,,5501.0,335.0,101.0,366157720.0,1.0,1,0.3450342416763305,224.0,24.0,,85.0,1,3174.0,1,6.086578369140625,1,50.798614501953125,1,282701900.0,1,523662800.0,1,45.0,1,138.0,1,1350385665.0,842947585.0,1,1,1,1,0.8968974113464356,1,6741.0,0.5923785209655762,1,621269721.0
1.65037196600211,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,112.0,32440.0,1305.0,3006.0,6785.0,postgresql_hetzner-4c-8t-32gb,2,5204801.0,1186867329.0,188992.0,186642176.0,3151844.0,89366.0,,1401.0,665.0,721.0,985844400.0,9.0,1,0.9014413833618165,122.0,147.0,,2.0,1,6788.0,1,53.80001068115234,1,18.340991973876957,1,1508660300.0,1,1706768400.0,1,12.0,1,4.0,1,1024203905.0,1670054785.0,1,1,1,1,0.0555815875530242,1,3001.0,0.1569758653640747,1,1674833761.0
4.772896429997802,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,5.0,83110.0,7595.0,8084.0,9500.0,postgresql_hetzner-4c-8t-32gb,2,6853320.0,2120547457.0,5226048.0,766976128.0,1090340.0,9220.0,,7901.0,860.0,411.0,223736580.0,6.0,1,0.2425741672515869,148.0,66.0,,25.0,1,9636.0,1,98.41866302490234,1,43.6274299621582,1,1618261600.0,1,673670850.0,1,21.0,1,104.0,1,447589281.0,1500197121.0,1,1,1,1,0.5713348865509034,1,9371.0,0.911968231201172,1,234825761.0
1.6620768120046705,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,196.0,8690.0,3860.0,634.0,525.0,postgresql_hetzner-4c-8t-32gb,2,2559316.0,563112321.0,3120640.0,1265200128.0,7795620.0,117781.0,,3901.0,140.0,783.0,574891800.0,4.0,1,0.5021001815795899,10.0,189.0,,61.0,1,396.0,1,49.16562271118164,1,76.30496978759766,1,692146800.0,1,1386883800.0,1,36.0,1,226.0,1,2010970113.0,148795041.0,1,1,1,1,0.4761128902435303,1,631.0,0.3398315668106079,1,1261114401.0
4.7687133458592665,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,73.0,73220.0,9470.0,9222.0,6110.0,postgresql_hetzner-4c-8t-32gb,2,7833402.0,1641739265.0,3654720.0,2085936128.0,1643524.0,94058.0,,3201.0,710.0,956.0,334940800.0,8.0,1,0.4023082733154297,107.0,48.0,,75.0,1,8149.0,1,43.596981048583984,1,88.47198486328125,1,900201200.0,1,313562900.0,1,34.0,1,158.0,1,1565940481.0,1836398081.0,1,1,1,1,0.3557539463043213,1,3371.0,0.9974996566772462,1,774172321.0
1.6577059315001992,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,136.0,18590.0,3240.0,1986.0,3830.0,postgresql_hetzner-4c-8t-32gb,2,3522142.0,1043226881.0,5698240.0,445296384.0,7242404.0,34683.0,,9601.0,290.0,335.0,1021779840.0,2.0,1,0.8454185485839845,243.0,123.0,,10.0,1,1722.0,1,91.29209899902344,1,30.67080307006836,1,2089951000.0,1,1748884000.0,1,23.0,1,20.0,1,807863937.0,1019243137.0,1,1,1,1,0.6902346611022949,1,7111.0,0.2532605886459351,1,1760612961.0
1.568079052068892,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,253.0,54460.0,6950.0,6908.0,2365.0,postgresql_hetzner-4c-8t-32gb,2,150512.0,116700481.0,653440.0,1008885504.0,5349636.0,130666.0,,701.0,220.0,517.0,191899360.0,3.0,1,0.0026981690898537,25.0,90.0,,35.0,1,4666.0,1,60.93288803100586,1,6.189268589019775,1,1158348300.0,1,631342200.0,1,8.0,1,128.0,1,394703201.0,102783185.0,1,1,1,1,0.1749668836593628,1,411.0,0.5060502052307129,1,115086431.0
1.594856542002942,job,postgresql,hetzner-4c-8t-32gb,4,32,8,job_134,219.0,86280.0,8760.0,9670.0,2875.0,postgresql_hetzner-4c-8t-32gb,2,318683.0,1433763841.0,6691520.0,848047616.0,6021092.0,34122.0,,4901.0,675.0,677.0,135687550.0,3.0,1,0.1968937862388877,231.0,130.0,,37.0,1,7851.0,1,60.98471230438701,1,43.86896763456028,1,1049884550.0,1,1053999500.0,1,13.0,1,156.0,1,1897734137.0,1194949513.0,1,1,1,1,0.4010300838344004,1,391.0,0.7497621257504415,1,2143039011.0
